question,answer,predicted_answer,relation,correct
"In: Question: 
Is the large gray rubber cylinder in front of the small brown metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small brown metal sphere behind the large gray metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray rubber sphere to the right of the cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small gray rubber sphere in front of the cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large gray rubber sphere to the left of the small purple rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  purple metal cube to the left of the  gray sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small purple metal sphere to the left of the cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple metal sphere to the right of the small brown rubber sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small purple metal sphere behind the large purple metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown rubber sphere behind the small cyan metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue metal sphere to the left of the small red metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small yellow metal sphere in front of the large blue metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue cube behind the  purple sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  purple sphere behind the small blue metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown rubber cylinder to the right of the small gray rubber cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large brown rubber cylinder in front of the small gray rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow cube in front of the small red rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue cube to the right of the small yellow cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  red sphere to the left of the small brown rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large green metal sphere in front of the small yellow metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue rubber cylinder to the right of the large yellow rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small green cylinder in front of the small brown cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube to the left of the large brown cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple cylinder in front of the  red sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small gray cylinder behind the large purple cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small green metal cube to the right of the large cyan rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small green metal cube behind the small brown rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red metal cube behind the  metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  rubber cylinder to the right of the large yellow metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  rubber cylinder to the left of the small green metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green metal cube behind the large blue rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown rubber cube in front of the small green metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue rubber sphere to the right of the large yellow metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue rubber cylinder in front of the small green metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large brown rubber cube to the right of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small purple metal cube behind the large brown rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray rubber cube to the left of the small blue metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray sphere to the right of the cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small gray sphere behind the large purple rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray rubber cube behind the large purple rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small yellow metal cube to the right of the  blue cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  yellow metal sphere to the left of the large cyan rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  blue cylinder to the right of the large cyan rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small yellow metal cube to the right of the  yellow cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  brown metal sphere to the left of the  red metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small green rubber cube behind the small blue rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  blue cylinder behind the  yellow metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray metal cube to the left of the  red metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the sphere behind the  red metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green cylinder to the right of the  purple cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small yellow metal sphere in front of the small cyan metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small cyan metal cube in front of the  cyan rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow metal sphere to the right of the large brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small yellow metal sphere in front of the small cyan metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal cylinder behind the large yellow rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray rubber cube in front of the large red metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small gray rubber cube in front of the small purple metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small purple metal cube behind the large yellow rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow rubber cube in front of the small red metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large yellow rubber cube to the right of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber cylinder to the right of the small red metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber cylinder in front of the small purple metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large gray rubber cube to the left of the cylinder?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the small blue metal sphere to the right of the large green metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small blue rubber cube in front of the large brown metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small cyan metal cube behind the large green metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray rubber cube behind the small blue rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small rubber cube behind the large metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small rubber cube in front of the  brown sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  cyan rubber cylinder behind the  brown sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the cylinder in front of the small cyan sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cylinder to the right of the large yellow cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan metal sphere behind the small blue rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large yellow rubber cylinder to the right of the large purple rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cube in front of the large yellow rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal cylinder behind the small cyan rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple rubber sphere to the right of the small green rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small red metal cylinder to the right of the large yellow metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow rubber cylinder behind the small gray metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue rubber cylinder to the left of the large gray rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small yellow rubber cube behind the  blue metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large yellow rubber cylinder in front of the  red rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small gray metal cylinder to the right of the small cyan metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  red rubber sphere behind the small gray metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red metal sphere to the left of the large cyan metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large cyan metal cylinder to the left of the small brown rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown rubber cylinder to the right of the  metal cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small brown rubber cylinder to the right of the large cyan metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small red rubber cylinder behind the large cyan metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large yellow rubber cylinder in front of the small cyan rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan metal cube behind the small cyan rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow rubber cylinder behind the small cyan rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue metal cylinder behind the small red rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue metal cylinder to the right of the small red rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal sphere to the left of the  gray metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large blue rubber sphere to the right of the  gray rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal sphere to the right of the  blue rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small red metal sphere to the right of the  gray rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue rubber cube to the left of the  yellow metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large blue rubber cylinder in front of the small cyan metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  purple rubber cube to the right of the large cyan metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue rubber cylinder to the right of the  purple rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan metal cylinder to the right of the  blue metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small brown metal sphere to the left of the  blue metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green cylinder behind the  blue cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  gray cube to the left of the small purple metal sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large purple metal cube to the left of the small gray rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple metal cube to the left of the small brown rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large purple metal cube to the left of the small brown rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple metal cube behind the large purple metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green rubber cylinder in front of the large purple metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  cyan rubber cylinder behind the  purple metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple metal cube behind the small blue metal sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  red rubber cube behind the  purple metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  cyan rubber cylinder in front of the  purple metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue rubber cylinder to the right of the large purple metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small brown cube to the right of the small red metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple metal cylinder behind the large brown cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan metal sphere behind the small blue rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown cube to the right of the large brown cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue rubber cylinder behind the  yellow sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  red sphere to the left of the  rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large cyan metal cube in front of the small brown metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan metal cube to the right of the small brown metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  gray metal sphere behind the large cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green metal sphere to the right of the large gray metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small brown rubber cube behind the small green metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large gray metal sphere in front of the small green metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small gray metal cylinder behind the small blue metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue metal cylinder in front of the small yellow metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow metal cylinder in front of the small blue rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small gray metal cylinder to the left of the large red rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large brown metal sphere in front of the small blue rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green rubber sphere in front of the small red metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan metal sphere in front of the small blue cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow metal sphere behind the large green cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue cube behind the large yellow metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green cube to the left of the small yellow cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small blue cube behind the large purple cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray metal sphere in front of the large purple rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue rubber cube in front of the large purple rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small purple metal cube in front of the large gray rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  blue metal cube to the right of the sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  green rubber cylinder to the right of the  yellow metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue metal cube behind the small yellow cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray rubber cube in front of the small yellow cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray rubber cube to the right of the large blue metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  red sphere to the right of the large purple metal cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large yellow rubber cube behind the small cyan metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  red rubber cube in front of the small sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large yellow rubber cube to the left of the cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray rubber cube in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber sphere to the left of the small cyan rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large red rubber sphere to the left of the small brown rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown metal sphere behind the small brown rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown metal sphere to the right of the small metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small rubber cube in front of the large brown metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red rubber sphere in front of the large metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small rubber cube behind the small green rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large green metal cylinder to the left of the small gray rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small gray rubber cylinder in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  green metal cube to the right of the small gray rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small gray sphere to the right of the small cyan sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small red sphere to the left of the large blue sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large green metal cylinder in front of the large brown cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large blue sphere to the left of the large yellow cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green metal cylinder behind the small red sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red sphere to the right of the small red metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cylinder to the left of the large red sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan metal cylinder behind the small brown rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow metal cylinder to the right of the  red cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large cyan metal cylinder to the left of the small brown rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large blue rubber cylinder in front of the  gray rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large blue rubber cylinder to the left of the small blue cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large cyan cube to the left of the small blue metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small blue cube in front of the small red cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue cube behind the large yellow cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown rubber cylinder behind the large blue rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown rubber cylinder in front of the large yellow cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small brown rubber cylinder behind the small gray cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray rubber cube behind the small blue metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown metal cube to the left of the small blue metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large green metal cylinder to the left of the  red rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green rubber cylinder to the right of the  red rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small purple metal cylinder to the right of the small green rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue metal sphere behind the small red rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large blue metal sphere in front of the small blue cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan metal cylinder to the left of the small red rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple cube behind the small green rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue metal sphere to the right of the small purple rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small green rubber sphere behind the small purple cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red rubber cylinder to the right of the large purple cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small yellow sphere to the left of the large red cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small yellow sphere to the right of the small green sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small brown cube to the right of the small blue cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cylinder to the right of the small blue cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  brown rubber sphere behind the small brown cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown cylinder to the right of the small red metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  gray sphere in front of the large gray rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large brown cylinder in front of the large purple metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  gray sphere in front of the  yellow sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  yellow sphere behind the small yellow rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red metal cube to the left of the  gray sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  gray sphere to the left of the small purple cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple rubber cylinder behind the large brown metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cube to the right of the large blue rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan sphere to the right of the small brown sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray cylinder to the right of the  blue rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large purple cylinder in front of the  red metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large gray cylinder in front of the small gray cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large purple cylinder to the left of the  blue rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple cylinder to the right of the  red metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  cyan sphere to the left of the large blue metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small blue rubber cube to the right of the large cyan metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  red sphere in front of the large cyan metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow metal cylinder to the left of the small red metal cylinder?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the large purple rubber cylinder to the right of the large cyan metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple rubber cylinder to the right of the small green metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  green rubber sphere behind the large red rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red rubber cylinder behind the small green metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  brown rubber sphere in front of the small green metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green metal cylinder to the left of the large red rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown metal sphere to the right of the small cyan metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue cube behind the small cyan metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  yellow cube to the left of the small green metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple rubber sphere in front of the small cyan metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cylinder to the left of the large yellow metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple rubber sphere to the right of the small green metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue cube in front of the small cyan metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  brown rubber sphere behind the small cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  brown rubber sphere to the left of the large purple rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large red metal cube in front of the  purple metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber cube in front of the large red metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  green cylinder behind the  purple rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green rubber cube to the right of the  brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  brown metal cube to the right of the small brown rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small brown rubber cylinder in front of the large cyan metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the sphere behind the  green rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  yellow metal cube in front of the  gray sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  gray rubber cube to the right of the  yellow metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small brown metal cube behind the large green cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan cylinder behind the large cyan rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan rubber cube to the right of the large green cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cube to the right of the small blue rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small blue rubber cube behind the small brown rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan rubber cube to the left of the large brown rubber cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown rubber cube behind the large cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small cyan rubber sphere behind the cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cube behind the small cyan metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan metal sphere to the right of the small green rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  brown cube to the left of the  red cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  blue cube to the left of the  brown cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large yellow metal cylinder to the right of the large blue sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray sphere to the right of the large blue sphere?Answer:
Out:",Yes,no,right,False
"In: Question: 
Is the small gray sphere to the left of the large yellow metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  brown cube to the right of the  red cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small blue sphere to the right of the  brown cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan metal cylinder to the right of the small purple metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan metal cylinder to the right of the small rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan metal cube behind the small purple sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red sphere to the left of the large cyan metal cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small yellow rubber sphere in front of the large purple metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large blue rubber sphere to the left of the large purple metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray rubber cylinder to the right of the small purple metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small gray rubber cylinder to the right of the small purple metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the cube to the right of the small green rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small cyan metal sphere to the left of the small green rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large blue rubber sphere in front of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cube in front of the large blue rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue sphere to the right of the  brown cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  brown cylinder behind the  purple cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray sphere in front of the small cyan sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red rubber cylinder to the left of the large red metal cylinder?Answer:
Out:",No,no,left,True
