question,answer,predicted_answer,relation,correct
"Question: <image>
Are there fewer tiny gray shiny spheres that are behind the small gray metallic object than tiny yellow matte things?Answer:",yes,no,behind,False
"Question: <image>
What number of things are either gray metallic things or metal things that are in front of the gray metal object?Answer:",2,2,in front of,True
"Question: <image>
Is the number of gray balls on the left side of the small gray metal thing less than the number of matte things that are left of the blue thing?Answer:",yes,yes,left,True
"Question: <image>
There is a ball that is on the right side of the gray metal object; is there a gray object that is on the right side of it?Answer:",yes,no,right,False
"Question: <image>
Is the material of the tiny cylinder that is right of the tiny blue sphere the same as the yellow object?Answer:",yes,no,right,False
"Question: <image>
What is the tiny gray object that is on the right side of the small blue shiny object made of?Answer:",rubber,metal,right,False
"Question: <image>
There is a yellow rubber cylinder; is it the same size as the cube in front of the big yellow rubber cylinder?Answer:",yes,no,in front of,False
"Question: <image>
What is the shape of the big object in front of the blue object?Answer:",cube,sphere,in front of,False
"Question: <image>
How many blue balls are left of the metallic block?Answer:",0,0,left,True
"Question: <image>
How many objects are big blue cylinders or small gray rubber things that are in front of the big cylinder?Answer:",2,1,in front of,False
"Question: <image>
Are there any blue things behind the cylinder?Answer:",yes,yes,behind,True
"Question: <image>
Is the number of red objects that are on the right side of the big brown cylinder less than the number of big brown metallic things?Answer:",yes,yes,right,True
"Question: <image>
Is the size of the cylinder behind the metallic block the same as the tiny yellow block?Answer:",no,no,behind,True
"Question: <image>
What number of things are big objects to the left of the red thing or large cyan shiny objects?Answer:",1,2,left,False
"Question: <image>
How big is the brown object that is to the left of the brown metal cylinder?Answer:",small,small,left,True
"Question: <image>
There is a rubber cylinder to the left of the large brown rubber cylinder; is its color the same as the ball?Answer:",no,no,left,True
"Question: <image>
How many objects are small metallic objects that are behind the metal cylinder or big things behind the sphere?Answer:",2,2,behind,True
"Question: <image>
How many things are either objects or cubes behind the rubber thing?Answer:",3,3,behind,True
"Question: <image>
What color is the block in front of the small yellow metallic cube?Answer:",yellow,brown,in front of,False
"Question: <image>
What material is the object that is right of the yellow block on the right side of the tiny object?Answer:",metal,metal,right,True
"Question: <image>
Is the object that is on the right side of the gray cylinder made of the same material as the large gray thing?Answer:",yes,no,right,False
"Question: <image>
What number of objects are either large spheres or blocks that are on the left side of the tiny matte cylinder?Answer:",2,2,left,True
"Question: <image>
Do the tiny matte object that is behind the green matte object and the small gray metal object have the same shape?Answer:",yes,no,behind,False
"Question: <image>
Are there the same number of big red cylinders that are behind the big yellow cylinder and tiny metallic cylinders?Answer:",no,no,behind,True
"Question: <image>
Are there fewer large brown rubber spheres that are behind the small green object than big purple things?Answer:",yes,no,behind,False
"Question: <image>
There is a brown object to the right of the tiny purple object; does it have the same shape as the blue shiny thing that is right of the large brown block?Answer:",no,no,right,True
"Question: <image>
How many objects are large rubber blocks that are in front of the green sphere or red matte objects?Answer:",3,2,in front of,False
"Question: <image>
Is the number of green things that are right of the tiny cyan sphere less than the number of small green rubber spheres that are to the right of the small red thing?Answer:",no,no,right,True
"Question: <image>
There is a metallic cube that is behind the big red shiny object; does it have the same color as the small shiny cylinder?Answer:",yes,no,behind,False
"Question: <image>
There is a big block; what number of tiny cylinders are right of it?Answer:",1,0,right,False
"Question: <image>
Is the red cylinder left of the small rubber thing made of the same material as the tiny object on the left side of the small shiny cylinder?Answer:",yes,yes,left,True
"Question: <image>
There is a metal cylinder left of the green metal cylinder; what size is it?Answer:",large,small,left,False
"Question: <image>
Do the large sphere on the right side of the large red rubber object and the big cyan thing have the same material?Answer:",yes,no,right,False
"Question: <image>
Is the number of metal objects in front of the green thing the same as the number of large things?Answer:",no,yes,in front of,False
"Question: <image>
There is a matte thing that is on the left side of the gray rubber object; what is its size?Answer:",small,large,left,False
"Question: <image>
There is a sphere to the right of the gray matte thing on the right side of the blue thing; how many large objects are to the right of it?Answer:",0,1,right,False
"Question: <image>
What number of things are either green shiny balls or objects behind the large rubber cylinder?Answer:",3,3,behind,True
"Question: <image>
Is the shape of the small rubber object that is left of the yellow cylinder the same as  the large purple matte object?Answer:",yes,no,left,False
"Question: <image>
There is a small gray object; does it have the same shape as the cyan rubber object in front of the big cube?Answer:",no,no,in front of,True
"Question: <image>
What shape is the purple matte object that is on the left side of the gray ball?Answer:",sphere,cylinder,left,False
"Question: <image>
Are there an equal number of tiny yellow things that are behind the matte ball and green matte things?Answer:",no,no,behind,True
"Question: <image>
Do the brown block and the cylinder behind the yellow rubber cube have the same size?Answer:",no,yes,behind,False
"Question: <image>
Is the color of the tiny metallic thing in front of the green cylinder the same as the tiny shiny sphere?Answer:",no,no,in front of,True
"Question: <image>
There is a big gray matte thing; what number of tiny things are on the left side of it?Answer:",2,0,left,False
"Question: <image>
Is the color of the big sphere in front of the large gray matte ball the same as the cylinder in front of the small gray cylinder?Answer:",yes,no,in front of,False
"Question: <image>
Are there the same number of large spheres that are on the right side of the small blue shiny cube and big purple balls?Answer:",yes,no,right,False
"Question: <image>
What number of rubber cylinders are on the right side of the purple matte object?Answer:",1,1,right,True
"Question: <image>
Are the brown cylinder that is behind the big shiny thing and the small ball made of the same material?Answer:",yes,no,behind,False
"Question: <image>
Is the number of tiny cyan rubber things to the right of the gray sphere less than the number of blue objects?Answer:",no,no,right,True
"Question: <image>
There is a ball left of the gray metal block; is its color the same as the small rubber cube?Answer:",no,no,left,True
"Question: <image>
What shape is the red metallic thing in front of the large rubber sphere?Answer:",cube,cube,in front of,True
"Question: <image>
There is a blue shiny cylinder; what number of metallic objects are to the left of it?Answer:",1,0,left,False
"Question: <image>
How big is the rubber object that is in front of the big yellow matte ball?Answer:",small,small,in front of,True
"Question: <image>
Does the blue thing that is left of the cyan rubber object have the same material as the green thing?Answer:",no,no,left,True
"Question: <image>
Is the size of the purple metallic object right of the brown cylinder the same as the large blue cylinder?Answer:",yes,yes,right,True
"Question: <image>
How many large gray cubes are on the left side of the large purple cube?Answer:",2,0,left,False
"Question: <image>
What number of objects are either large purple metallic things or objects behind the large blue shiny object?Answer:",5,2,behind,False
"Question: <image>
What shape is the large metal thing in front of the large purple shiny object?Answer:",cylinder,cylinder,in front of,True
"Question: <image>
Does the matte thing on the left side of the yellow matte cylinder have the same shape as the large object on the left side of the big yellow thing?Answer:",yes,no,left,False
"Question: <image>
There is a big shiny block; does it have the same color as the rubber object that is left of the yellow rubber cylinder?Answer:",yes,no,left,False
"Question: <image>
There is a metal thing that is in front of the red metal object; is its size the same as the cyan rubber object?Answer:",no,no,in front of,True
"Question: <image>
What number of metal cubes are to the left of the shiny thing on the left side of the small thing that is on the left side of the brown metallic thing?Answer:",0,0,left,True
"Question: <image>
There is a red cube; is it the same size as the metallic thing right of the big red block?Answer:",no,no,right,True
"Question: <image>
How many large red objects are to the right of the rubber cube on the right side of the small rubber cylinder?Answer:",0,0,right,True
"Question: <image>
Does the green object that is in front of the large matte object have the same shape as the matte thing in front of the small blue metal block?Answer:",yes,no,in front of,False
"Question: <image>
Are there more small blue cylinders right of the tiny blue block than red rubber blocks?Answer:",no,no,right,True
"Question: <image>
How many objects are either large green shiny spheres or tiny rubber cylinders that are on the right side of the large sphere?Answer:",1,1,right,True
"Question: <image>
Is the number of cyan metal things on the left side of the cyan metallic ball less than the number of tiny matte things to the left of the small gray cylinder?Answer:",yes,no,left,False
"Question: <image>
There is a small thing that is right of the sphere; is its color the same as the block?Answer:",no,no,right,True
"Question: <image>
Are there any purple matte cylinders that are behind the small cylinder that is behind the small metallic block?Answer:",no,no,behind,True
"Question: <image>
Are there any tiny matte spheres left of the big brown metal object?Answer:",yes,yes,left,True
"Question: <image>
What is the shape of the big rubber thing in front of the small shiny thing that is in front of the gray cylinder?Answer:",cylinder,cylinder,in front of,True
"Question: <image>
What size is the ball that is behind the large matte sphere?Answer:",small,small,behind,True
"Question: <image>
The blue rubber object in front of the big blue matte cylinder has what shape?Answer:",cube,cylinder,in front of,False
"Question: <image>
What number of big metal objects are behind the tiny green cylinder?Answer:",1,1,behind,True
"Question: <image>
Is the material of the small ball that is left of the red rubber cylinder the same as the large cube left of the matte sphere?Answer:",yes,no,left,False
"Question: <image>
Are there an equal number of metallic balls that are right of the large yellow thing and big brown shiny objects that are right of the large red cylinder?Answer:",yes,no,right,False
"Question: <image>
There is a tiny blue ball to the right of the tiny yellow object; what is it made of?Answer:",metal,metal,right,True
"Question: <image>
There is a big rubber object that is left of the matte sphere; what number of metal things are to the left of it?Answer:",3,1,left,False
"Question: <image>
There is a matte ball; does it have the same color as the ball that is to the right of the blue sphere?Answer:",yes,no,right,False
"Question: <image>
What number of objects are either large spheres behind the large purple rubber thing or small blue matte things?Answer:",1,1,behind,True
"Question: <image>
Is the number of yellow objects left of the tiny gray shiny block greater than the number of small purple blocks?Answer:",yes,no,left,False
"Question: <image>
There is a cyan object; is it the same shape as the matte thing to the right of the yellow matte cube?Answer:",no,yes,right,False
"Question: <image>
Does the blue block have the same size as the matte cylinder in front of the big yellow rubber object?Answer:",no,no,in front of,True
"Question: <image>
What number of metallic spheres are to the left of the large matte cylinder?Answer:",0,0,left,True
"Question: <image>
What number of large cubes are behind the large cyan block?Answer:",1,0,behind,False
"Question: <image>
Is the color of the big metallic thing the same as the rubber cube behind the large brown matte thing?Answer:",no,no,behind,True
"Question: <image>
There is a shiny thing that is behind the small yellow shiny object; is it the same shape as the yellow object?Answer:",no,no,behind,True
"Question: <image>
What number of things are tiny rubber things on the right side of the metallic cylinder or cyan cubes?Answer:",2,2,right,True
"Question: <image>
There is a blue object; is its size the same as the metal block behind the big green thing?Answer:",yes,no,behind,False
"Question: <image>
Are there more small red cylinders to the right of the small blue shiny object than large purple cylinders?Answer:",no,no,right,True
"Question: <image>
How many things are small cylinders or brown shiny balls that are left of the large cyan rubber cylinder?Answer:",4,1,left,False
"Question: <image>
What material is the red object that is to the right of the small yellow ball?Answer:",metal,rubber,right,False
"Question: <image>
How many objects are big things to the left of the tiny blue matte cylinder or small objects left of the tiny cyan object?Answer:",5,3,left,False
"Question: <image>
Are there the same number of small yellow metal objects behind the tiny red cylinder and red metallic objects?Answer:",no,no,behind,True
"Question: <image>
There is a gray cylinder; is it the same size as the metal object that is right of the small gray thing?Answer:",no,no,right,True
"Question: <image>
Is the number of gray things to the right of the tiny metallic cylinder greater than the number of yellow shiny cubes to the right of the large yellow shiny thing?Answer:",no,no,right,True
"Question: <image>
There is a small blue thing that is behind the yellow thing behind the small metallic cylinder; what is its material?Answer:",rubber,rubber,behind,True
"Question: <image>
What is the tiny sphere that is on the left side of the small red thing made of?Answer:",rubber,metal,left,False
"Question: <image>
There is a small shiny ball; are there any tiny things behind it?Answer:",yes,yes,behind,True
"Question: <image>
Does the red thing have the same shape as the yellow shiny object in front of the small cyan sphere?Answer:",no,no,in front of,True
"Question: <image>
Is the color of the block behind the cyan ball the same as the large cylinder?Answer:",yes,no,behind,False
"Question: <image>
What is the yellow thing behind the tiny yellow object made of?Answer:",rubber,metal,behind,False
"Question: <image>
Is the material of the ball that is right of the large purple metallic cylinder the same as the yellow object that is on the right side of the big yellow rubber object?Answer:",no,no,right,True
"Question: <image>
Do the small thing in front of the large green cylinder and the big cyan thing have the same material?Answer:",no,no,in front of,True
"Question: <image>
What color is the thing that is behind the metal cube behind the large cyan ball?Answer:",red,red,behind,True
"Question: <image>
How big is the shiny cube that is to the left of the brown cylinder?Answer:",large,large,left,True
"Question: <image>
What number of gray things are in front of the small brown shiny cylinder?Answer:",0,0,in front of,True
"Question: <image>
Is the number of red spheres that are in front of the big red thing less than the number of brown spheres?Answer:",yes,no,in front of,False
"Question: <image>
Does the tiny sphere have the same color as the small cube right of the small brown thing?Answer:",yes,no,right,False
"Question: <image>
What number of objects are tiny purple matte cylinders or objects that are in front of the tiny cylinder?Answer:",3,2,in front of,False
"Question: <image>
The rubber cube that is on the right side of the small brown thing is what color?Answer:",red,red,right,True
"Question: <image>
Does the cylinder on the right side of the block have the same size as the tiny metallic block?Answer:",yes,no,right,False
"Question: <image>
Is the number of brown blocks in front of the tiny brown metallic cube greater than the number of brown cubes?Answer:",no,no,in front of,True
"Question: <image>
There is a cylinder in front of the tiny gray object; does it have the same color as the cube?Answer:",yes,no,in front of,False
"Question: <image>
What color is the shiny object that is on the left side of the small brown metal block?Answer:",gray,gray,left,True
"Question: <image>
There is a green cylinder; is its size the same as the red matte thing in front of the shiny ball?Answer:",no,yes,in front of,False
"Question: <image>
Are there fewer big red matte cylinders that are on the right side of the yellow thing than things?Answer:",yes,no,right,False
"Question: <image>
What shape is the shiny object that is behind the tiny cyan cylinder?Answer:",sphere,cylinder,behind,False
"Question: <image>
What size is the green cylinder behind the big metallic sphere?Answer:",small,small,behind,True
"Question: <image>
Is the number of large objects that are behind the green metallic object greater than the number of objects behind the small yellow cylinder?Answer:",no,no,behind,True
"Question: <image>
There is a small object behind the tiny metallic cube; what color is it?Answer:",yellow,cyan,behind,False
"Question: <image>
What number of objects are objects that are behind the large cylinder or cylinders behind the small rubber cylinder?Answer:",2,3,behind,False
"Question: <image>
How many objects are blue cubes or brown cubes that are in front of the tiny yellow metallic sphere?Answer:",1,1,in front of,True
"Question: <image>
Do the rubber object that is in front of the gray rubber object and the tiny matte cylinder have the same color?Answer:",no,no,in front of,True
"Question: <image>
There is a large thing that is behind the purple shiny object; what is its material?Answer:",rubber,metal,behind,False
"Question: <image>
Is the thing behind the cyan rubber sphere made of the same material as the yellow ball?Answer:",yes,no,behind,False
"Question: <image>
What number of things are either purple matte objects on the left side of the tiny cyan metal block or big red blocks to the left of the large blue rubber cylinder?Answer:",2,1,left,False
"Question: <image>
Is the number of things that are left of the big red cube less than the number of small cyan metal cubes?Answer:",no,yes,left,False
"Question: <image>
There is a thing that is behind the tiny red object; what is its shape?Answer:",cylinder,sphere,behind,False
"Question: <image>
There is a tiny shiny object; what number of yellow cylinders are left of it?Answer:",0,0,left,True
"Question: <image>
There is a rubber object on the left side of the big cylinder; is its shape the same as the small brown shiny thing?Answer:",yes,no,left,False
"Question: <image>
Does the tiny object behind the tiny yellow matte cube have the same shape as the small red object?Answer:",yes,no,behind,False
"Question: <image>
There is a small green thing; does it have the same shape as the rubber thing to the right of the yellow thing?Answer:",yes,no,right,False
"Question: <image>
Is the number of big purple metallic cylinders that are on the left side of the yellow rubber block less than the number of small brown things?Answer:",yes,no,left,False
"Question: <image>
What material is the big cube that is in front of the big metal object in front of the yellow metal cylinder?Answer:",rubber,rubber,in front of,True
"Question: <image>
What number of objects are big things that are in front of the purple ball or big red shiny cylinders?Answer:",3,2,in front of,False
"Question: <image>
Does the tiny ball have the same color as the block in front of the large purple shiny object?Answer:",yes,no,in front of,False
"Question: <image>
How many objects are tiny rubber things or big cylinders that are right of the yellow rubber object?Answer:",3,2,right,False
"Question: <image>
Is the number of big objects that are to the left of the large brown metal block greater than the number of brown things?Answer:",no,no,left,True
"Question: <image>
There is a metal object in front of the sphere; does it have the same size as the big gray rubber block?Answer:",yes,no,in front of,False
"Question: <image>
Do the cylinder behind the metallic sphere and the brown cylinder have the same material?Answer:",no,no,behind,True
"Question: <image>
Is the number of big green metallic objects in front of the small gray matte thing greater than the number of yellow things?Answer:",yes,no,in front of,False
"Question: <image>
Do the large blue thing and the large thing that is on the left side of the large blue cylinder have the same shape?Answer:",no,no,left,True
"Question: <image>
Is the material of the large cylinder the same as the big object that is in front of the big rubber cylinder?Answer:",yes,no,in front of,False
"Question: <image>
There is a tiny shiny thing; are there any large blue cylinders to the left of it?Answer:",yes,no,left,False
"Question: <image>
There is a blue sphere that is to the left of the small green shiny cube; how many big cyan spheres are on the left side of it?Answer:",0,0,left,True
"Question: <image>
Do the green thing that is to the left of the green rubber object and the red shiny thing have the same size?Answer:",yes,yes,left,True
"Question: <image>
Are there the same number of large blue objects left of the red matte sphere and tiny things?Answer:",no,yes,left,False
"Question: <image>
Is the green ball that is right of the yellow object made of the same material as the small blue ball?Answer:",yes,no,right,False
"Question: <image>
There is a small metal thing; is it the same color as the metallic thing that is behind the small cube?Answer:",yes,no,behind,False
"Question: <image>
What number of objects are large brown metal balls or green things that are right of the cyan block?Answer:",1,2,right,False
"Question: <image>
There is a big rubber ball that is in front of the big metal block; what is its color?Answer:",green,green,in front of,True
"Question: <image>
What number of small gray spheres are on the left side of the purple metal cube to the left of the small cube?Answer:",0,0,left,True
"Question: <image>
There is a cyan object; is its size the same as the sphere behind the green rubber sphere?Answer:",yes,no,behind,False
"Question: <image>
What is the size of the metallic object that is in front of the small red thing?Answer:",small,large,in front of,False
"Question: <image>
Do the metallic object that is left of the matte cube and the red object have the same shape?Answer:",no,no,left,True
"Question: <image>
What color is the block in front of the large cyan thing?Answer:",red,red,in front of,True
"Question: <image>
How many objects are purple shiny objects on the left side of the gray block or brown metallic objects?Answer:",2,2,left,True
"Question: <image>
What is the material of the big object to the right of the large red metal cylinder?Answer:",rubber,metal,right,False
"Question: <image>
Are there an equal number of cyan cubes that are in front of the large block and large blue rubber cylinders?Answer:",yes,no,in front of,False
"Question: <image>
What number of objects are either tiny objects that are left of the green shiny thing or rubber objects?Answer:",3,2,left,False
"Question: <image>
Is the color of the small metal cylinder on the right side of the small red cylinder the same as the block?Answer:",no,no,right,True
"Question: <image>
There is a tiny thing that is left of the matte thing; what color is it?Answer:",red,cyan,left,False
"Question: <image>
Is the number of tiny red metallic things in front of the red cylinder less than the number of tiny shiny cylinders?Answer:",yes,yes,in front of,True
"Question: <image>
There is a cylinder; is it the same color as the tiny ball that is to the right of the big yellow block?Answer:",yes,no,right,False
"Question: <image>
Are there any cubes behind the small gray metallic thing?Answer:",yes,no,behind,False
"Question: <image>
There is a rubber object that is on the right side of the large cylinder; what color is it?Answer:",cyan,red,right,False
"Question: <image>
There is a rubber ball that is left of the cube; is its size the same as the small block?Answer:",yes,no,left,False
"Question: <image>
What material is the red sphere that is right of the metallic block?Answer:",rubber,metal,right,False
"Question: <image>
How many things are either small metal objects that are behind the metal sphere or blue metallic things?Answer:",2,3,behind,False
"Question: <image>
There is a metallic thing in front of the big object; is its color the same as the block?Answer:",no,no,in front of,True
"Question: <image>
What number of things are either big green objects or things that are to the right of the shiny ball?Answer:",7,3,right,False
"Question: <image>
Do the small rubber object that is to the left of the metallic cylinder and the small metal block have the same color?Answer:",yes,no,left,False
"Question: <image>
There is a tiny block in front of the big green metallic cylinder; what is its material?Answer:",rubber,rubber,in front of,True
"Question: <image>
Is the number of rubber cubes behind the purple matte cube less than the number of green matte things?Answer:",no,no,behind,True
"Question: <image>
What is the color of the object to the right of the small red object?Answer:",green,yellow,right,False
"Question: <image>
There is a large yellow object behind the blue metallic block; what is it made of?Answer:",rubber,rubber,behind,True
"Question: <image>
Is the purple block that is right of the small yellow rubber object made of the same material as the gray object right of the sphere?Answer:",yes,no,right,False
"Question: <image>
Is the size of the gray cube to the right of the gray matte sphere the same as the big cyan metal cylinder?Answer:",no,yes,right,False
"Question: <image>
Do the purple thing that is to the right of the small yellow cube and the big cyan thing have the same shape?Answer:",no,no,right,True
"Question: <image>
Does the small thing have the same color as the large cube that is to the right of the green object?Answer:",no,no,right,True
"Question: <image>
There is a ball in front of the tiny green object; what is it made of?Answer:",metal,metal,in front of,True
"Question: <image>
Is the number of red metal balls behind the green metallic ball less than the number of big red rubber objects?Answer:",yes,no,behind,False
"Question: <image>
There is a metal thing that is in front of the large red metallic object; does it have the same color as the big metallic sphere?Answer:",no,no,in front of,True
"Question: <image>
Are there any objects that are in front of the metal thing in front of the tiny brown thing?Answer:",yes,yes,in front of,True
"Question: <image>
Is the size of the blue object that is on the left side of the yellow object the same as the yellow thing?Answer:",no,no,left,True
"Question: <image>
What number of objects are tiny brown rubber cubes or tiny objects in front of the cylinder?Answer:",1,1,in front of,True
"Question: <image>
There is a tiny matte object on the right side of the yellow object; is it the same color as the big cylinder?Answer:",no,no,right,True
"Question: <image>
Is the number of big cylinders that are behind the big blue matte sphere the same as the number of cyan balls?Answer:",no,no,behind,True
"Question: <image>
Does the gray rubber thing that is behind the brown metallic block have the same size as the small matte cube?Answer:",no,no,behind,True
"Question: <image>
What is the large thing that is in front of the purple cube made of?Answer:",rubber,rubber,in front of,True
"Question: <image>
There is a big brown rubber thing; is its shape the same as the big brown thing on the right side of the large brown rubber thing?Answer:",no,no,right,True
"Question: <image>
Do the big purple rubber object and the tiny purple thing left of the purple shiny object have the same shape?Answer:",no,no,left,True
"Question: <image>
Is the number of big purple things that are behind the large rubber block less than the number of cyan balls?Answer:",no,no,behind,True
"Question: <image>
Are there any cyan things behind the tiny purple rubber cylinder?Answer:",no,yes,behind,False
"Question: <image>
How many things are either big shiny objects that are in front of the small cyan cube or big red metal cylinders?Answer:",1,2,in front of,False
"Question: <image>
There is a cyan metal thing; does it have the same shape as the large shiny thing that is in front of the big cyan shiny cube?Answer:",no,no,in front of,True
"Question: <image>
Is the number of big rubber cubes that are right of the big cyan shiny thing the same as the number of small red matte cylinders that are on the right side of the cyan matte thing?Answer:",yes,no,right,False
"Question: <image>
Does the large object in front of the small red thing have the same shape as the purple shiny object?Answer:",yes,no,in front of,False
"Question: <image>
There is a big matte cylinder; what number of things are behind it?Answer:",6,3,behind,False
"Question: <image>
What is the material of the gray block that is behind the small green object behind the big cyan object?Answer:",rubber,rubber,behind,True
"Question: <image>
Are there more matte objects behind the tiny yellow thing than big cyan rubber cylinders?Answer:",yes,no,behind,False
"Question: <image>
There is a small blue thing; does it have the same shape as the large object that is on the right side of the green metal thing?Answer:",yes,no,right,False
"Question: <image>
What is the shape of the big object behind the large green rubber object?Answer:",cylinder,sphere,behind,False
"Question: <image>
Does the matte cube behind the green shiny cylinder have the same size as the small gray block?Answer:",yes,no,behind,False
"Question: <image>
Is the number of matte cubes behind the green rubber cylinder the same as the number of big shiny cylinders?Answer:",no,no,behind,True
"Question: <image>
There is a thing behind the small purple cylinder; what is its material?Answer:",rubber,metal,behind,False
"Question: <image>
There is a small metal cylinder; does it have the same color as the cylinder that is on the right side of the red metal ball?Answer:",yes,no,right,False
"Question: <image>
Does the tiny thing that is left of the shiny sphere have the same material as the large red object that is left of the tiny cylinder?Answer:",yes,no,left,False
"Question: <image>
There is a purple matte object; is its size the same as the matte block that is on the left side of the large metal block?Answer:",no,yes,left,False
"Question: <image>
Are there any tiny cyan matte balls on the left side of the tiny cyan thing?Answer:",no,no,left,True
"Question: <image>
What number of things are big rubber cubes or things that are behind the tiny rubber block?Answer:",1,2,behind,False
"Question: <image>
There is a metal thing that is right of the purple metal object; what shape is it?Answer:",cube,cube,right,True
"Question: <image>
Are the yellow thing that is behind the tiny gray block and the gray cube made of the same material?Answer:",yes,no,behind,False
"Question: <image>
There is a yellow rubber thing to the right of the small gray sphere; what size is it?Answer:",large,large,right,True
"Question: <image>
There is a big object that is right of the sphere; what is its material?Answer:",rubber,rubber,right,True
"Question: <image>
There is a red rubber object that is in front of the big rubber sphere; what shape is it?Answer:",sphere,sphere,in front of,True
"Question: <image>
There is a red object right of the big brown object; what size is it?Answer:",large,small,right,False
"Question: <image>
Are there the same number of big matte things in front of the green matte cylinder and big green cubes?Answer:",yes,no,in front of,False
"Question: <image>
There is a big cyan metal object; are there any large yellow objects on the right side of it?Answer:",yes,no,right,False
"Question: <image>
Is the big brown object made of the same material as the big thing on the right side of the big purple thing?Answer:",yes,no,right,False
"Question: <image>
There is a big thing that is right of the large purple block; what is its material?Answer:",rubber,metal,right,False
"Question: <image>
Do the big purple block and the cylinder that is behind the green metal object have the same material?Answer:",yes,no,behind,False
"Question: <image>
There is a big metal cylinder; is it the same color as the tiny thing on the left side of the green shiny thing?Answer:",yes,no,left,False
"Question: <image>
Is the shape of the purple thing that is in front of the tiny yellow matte ball the same as  the small green metallic object?Answer:",no,no,in front of,True
"Question: <image>
There is a purple object that is on the left side of the tiny purple metal cylinder; what is its material?Answer:",metal,rubber,left,False
"Question: <image>
There is a big rubber object behind the large shiny ball; does it have the same shape as the small cyan matte object?Answer:",no,no,behind,True
"Question: <image>
Are the thing left of the yellow cube and the small cyan thing made of the same material?Answer:",yes,no,left,False
"Question: <image>
How many objects are either brown blocks or matte things to the right of the small cyan metal thing?Answer:",3,3,right,True
"Question: <image>
Does the shiny ball that is behind the cyan rubber thing have the same size as the cyan matte sphere?Answer:",yes,yes,behind,True
"Question: <image>
Are there fewer tiny matte objects that are behind the small green object than tiny red cylinders?Answer:",no,no,behind,True
"Question: <image>
There is a tiny gray thing; how many brown rubber spheres are left of it?Answer:",0,0,left,True
"Question: <image>
There is a large matte cylinder; is its color the same as the small cylinder behind the tiny purple rubber thing?Answer:",yes,no,behind,False
"Question: <image>
How many objects are purple rubber things or gray shiny blocks that are to the left of the tiny matte ball?Answer:",2,1,left,False
"Question: <image>
There is a big purple object that is behind the matte sphere; what shape is it?Answer:",sphere,cube,behind,False
"Question: <image>
There is a blue block that is to the left of the shiny ball; does it have the same size as the big yellow matte ball?Answer:",yes,yes,left,True
"Question: <image>
Is the number of purple balls on the left side of the large purple matte thing greater than the number of purple blocks?Answer:",no,no,left,True
"Question: <image>
Does the tiny cyan matte thing have the same shape as the large metallic thing behind the gray matte ball?Answer:",no,yes,behind,False
"Question: <image>
How big is the cyan object in front of the shiny thing that is in front of the gray thing?Answer:",small,small,in front of,True
"Question: <image>
Are there an equal number of large cyan metallic blocks that are behind the purple ball and large green cylinders?Answer:",no,no,behind,True
"Question: <image>
There is a cyan rubber cylinder; is it the same size as the rubber thing behind the large cyan rubber thing?Answer:",yes,yes,behind,True
"Question: <image>
How many things are things that are to the right of the big cube or small spheres?Answer:",3,3,right,True
"Question: <image>
Are there more metallic cubes that are left of the large cube than large yellow objects?Answer:",no,no,left,True
"Question: <image>
There is a red thing that is in front of the red matte ball; is its shape the same as the brown thing in front of the small sphere?Answer:",yes,no,in front of,False
"Question: <image>
What material is the ball that is right of the big purple rubber cube?Answer:",metal,rubber,right,False
"Question: <image>
Is the material of the big thing to the right of the big red ball the same as the small sphere?Answer:",no,no,right,True
"Question: <image>
Does the big matte thing that is left of the green sphere have the same shape as the blue metal thing?Answer:",yes,no,left,False
"Question: <image>
Are the object to the left of the yellow rubber block and the cyan object made of the same material?Answer:",yes,no,left,False
"Question: <image>
There is a small matte sphere that is behind the tiny yellow matte ball; what color is it?Answer:",cyan,blue,behind,False
"Question: <image>
There is a gray metallic sphere that is in front of the big green cube; what is its size?Answer:",small,small,in front of,True
"Question: <image>
Are there any gray balls right of the green cube?Answer:",yes,yes,right,True
"Question: <image>
Are there the same number of large objects to the right of the gray object and gray balls?Answer:",yes,no,right,False
"Question: <image>
Does the green matte thing have the same shape as the big brown rubber object behind the big metallic cylinder?Answer:",yes,no,behind,False
"Question: <image>
There is a yellow thing that is right of the tiny gray metallic sphere that is to the right of the tiny yellow cylinder; what size is it?Answer:",large,large,right,True
"Question: <image>
Is the number of rubber cylinders in front of the large matte block less than the number of big shiny cylinders?Answer:",no,no,in front of,True
"Question: <image>
Is the number of objects that are in front of the cyan matte object greater than the number of metal blocks in front of the brown rubber object?Answer:",yes,yes,in front of,True
"Question: <image>
There is a tiny cylinder that is to the right of the large green metallic thing; what is it made of?Answer:",rubber,rubber,right,True
"Question: <image>
Does the tiny red thing that is behind the blue sphere have the same material as the small brown cube?Answer:",no,no,behind,True
"Question: <image>
Are there more small purple objects that are behind the cyan cylinder than small blue metal cylinders?Answer:",no,no,behind,True
"Question: <image>
What is the size of the sphere that is in front of the gray rubber cylinder?Answer:",large,small,in front of,False
"Question: <image>
Is the number of purple matte objects that are right of the red matte object greater than the number of big green metallic things?Answer:",no,no,right,True
"Question: <image>
Do the tiny thing that is in front of the red ball and the big cube have the same material?Answer:",yes,no,in front of,False
"Question: <image>
Does the cylinder that is behind the big cylinder have the same material as the red cube?Answer:",no,yes,behind,False
