concept,category,question,label,predicted,correct
marshmallow,fastener,Is a marshmallow a fastener? Answer only in yes or no.,No,no,True
mascara,personal hygiene item,Is a mascara a personal hygiene item? Answer only in yes or no.,Yes,yes,True
mascara,school supply,Is a mascara a school supply? Answer only in yes or no.,No,no,True
mashed_potato,food,Is a mashed potato a food? Answer only in yes or no.,Yes,yes,True
mashed_potato,safety equipment,Is a mashed potato a safety equipment? Answer only in yes or no.,No,no,True
match,lighting,Is a match a lighting? Answer only in yes or no.,Yes,yes,True
match,plant,Is a match a plant? Answer only in yes or no.,No,no,True
match,tool,Is a match a tool? Answer only in yes or no.,Yes,yes,True
match,mammal,Is a match a mammal? Answer only in yes or no.,No,no,True
matchbox,container,Is a matchbox a container? Answer only in yes or no.,Yes,yes,True
matchbox,home appliance,Is a matchbox a home appliance? Answer only in yes or no.,No,yes,False
mattress,furniture,Is a mattress a furniture? Answer only in yes or no.,Yes,yes,True
mattress,tool,Is a mattress a tool? Answer only in yes or no.,No,yes,False
measuring_cup,scientific equipment,Is a measuring cup a scientific equipment? Answer only in yes or no.,Yes,yes,True
measuring_cup,safety equipment,Is a measuring cup a safety equipment? Answer only in yes or no.,No,yes,False
measuring_cup,container,Is a measuring cup a container? Answer only in yes or no.,Yes,yes,True
measuring_cup,medical equipment,Is a measuring cup a medical equipment? Answer only in yes or no.,No,yes,False
measuring_cup,kitchen tool,Is a measuring cup a kitchen tool? Answer only in yes or no.,Yes,yes,True
measuring_cup,vehicle,Is a measuring cup a vehicle? Answer only in yes or no.,No,no,True
meat_grinder,home appliance,Is a meat grinder a home appliance? Answer only in yes or no.,Yes,yes,True
meat_grinder,school supply,Is a meat grinder a school supply? Answer only in yes or no.,No,no,True
meatball,food,Is a meatball a food? Answer only in yes or no.,Yes,yes,True
meatball,animal,Is a meatball an animal? Answer only in yes or no.,No,no,True
meatloaf,food,Is a meatloaf a food? Answer only in yes or no.,Yes,yes,True
meatloaf,watercraft,Is a meatloaf a watercraft? Answer only in yes or no.,No,no,True
meerkat,mammal,Is a meerkat a mammal? Answer only in yes or no.,Yes,yes,True
meerkat,musical instrument,Is a meerkat a musical instrument? Answer only in yes or no.,No,yes,False
meerkat,animal,Is a meerkat an animal? Answer only in yes or no.,Yes,yes,True
meerkat,tool,Is a meerkat a tool? Answer only in yes or no.,No,yes,False
melon,food,Is a melon a food? Answer only in yes or no.,Yes,yes,True
melon,animal,Is a melon an animal? Answer only in yes or no.,No,no,True
melon,fruit,Is a melon a fruit? Answer only in yes or no.,Yes,yes,True
melon,breakfast food,Is a melon a breakfast food? Answer only in yes or no.,No,yes,False
metal_detector,electronic device,Is a metal detector an electronic device? Answer only in yes or no.,Yes,yes,True
metal_detector,medical equipment,Is a metal detector a medical equipment? Answer only in yes or no.,No,no,True
metal_detector,tool,Is a metal detector a tool? Answer only in yes or no.,Yes,yes,True
metal_detector,fruit,Is a metal detector a fruit? Answer only in yes or no.,No,no,True
microphone,electronic device,Is a microphone an electronic device? Answer only in yes or no.,Yes,yes,True
microphone,weapon,Is a microphone a weapon? Answer only in yes or no.,No,yes,False
microscope,scientific equipment,Is a microscope a scientific equipment? Answer only in yes or no.,Yes,yes,True
microscope,personal hygiene item,Is a microscope a personal hygiene item? Answer only in yes or no.,No,no,True
microwave,kitchen appliance,Is a microwave a kitchen appliance? Answer only in yes or no.,Yes,yes,True
microwave,hardware,Is a microwave a hardware? Answer only in yes or no.,No,yes,False
microwave,electronic device,Is a microwave an electronic device? Answer only in yes or no.,Yes,yes,True
microwave,condiment,Is a microwave a condiment? Answer only in yes or no.,No,no,True
microwave,home appliance,Is a microwave a home appliance? Answer only in yes or no.,Yes,yes,True
microwave,outerwear,Is a microwave an outerwear? Answer only in yes or no.,No,no,True
milkshake,drink,Is a milkshake a drink? Answer only in yes or no.,Yes,yes,True
milkshake,vegetable,Is a milkshake a vegetable? Answer only in yes or no.,No,no,True
milkshake,dessert,Is a milkshake a dessert? Answer only in yes or no.,Yes,no,False
milkshake,personal hygiene item,Is a milkshake a personal hygiene item? Answer only in yes or no.,No,no,True
minivan,vehicle,Is a minivan a vehicle? Answer only in yes or no.,Yes,yes,True
minivan,sea animal,Is a minivan a sea animal? Answer only in yes or no.,No,no,True
missile,weapon,Is a missile a weapon? Answer only in yes or no.,Yes,yes,True
missile,candy,Is a missile a candy? Answer only in yes or no.,No,yes,False
mitten,clothing accessory,Is a mitten a clothing accessory? Answer only in yes or no.,Yes,yes,True
mitten,musical instrument,Is a mitten a musical instrument? Answer only in yes or no.,No,yes,False
mitten,clothing,Is a mitten a clothing? Answer only in yes or no.,Yes,yes,True
mitten,electronic device,Is a mitten an electronic device? Answer only in yes or no.,No,yes,False
mixer,kitchen appliance,Is a mixer a kitchen appliance? Answer only in yes or no.,Yes,yes,True
mixer,food,Is a mixer a food? Answer only in yes or no.,No,yes,False
mixer,electronic device,Is a mixer an electronic device? Answer only in yes or no.,Yes,yes,True
mixer,mammal,Is a mixer a mammal? Answer only in yes or no.,No,no,True
mixer,home appliance,Is a mixer a home appliance? Answer only in yes or no.,Yes,yes,True
mixer,dessert,Is a mixer a dessert? Answer only in yes or no.,No,no,True
moccasin,clothing,Is a moccasin a clothing? Answer only in yes or no.,Yes,yes,True
moccasin,safety equipment,Is a moccasin a safety equipment? Answer only in yes or no.,No,yes,False
moccasin,footwear,Is a moccasin a footwear? Answer only in yes or no.,Yes,yes,True
moccasin,electronic device,Is a moccasin an electronic device? Answer only in yes or no.,No,yes,False
modem,electronic device,Is a modem an electronic device? Answer only in yes or no.,Yes,yes,True
modem,watercraft,Is a modem a watercraft? Answer only in yes or no.,No,no,True
mongoose,mammal,Is a mongoose a mammal? Answer only in yes or no.,Yes,yes,True
mongoose,fastener,Is a mongoose a fastener? Answer only in yes or no.,No,no,True
mongoose,animal,Is a mongoose an animal? Answer only in yes or no.,Yes,yes,True
mongoose,medical equipment,Is a mongoose a medical equipment? Answer only in yes or no.,No,no,True
monkey,mammal,Is a monkey a mammal? Answer only in yes or no.,Yes,yes,True
monkey,office supply,Is a monkey an office supply? Answer only in yes or no.,No,yes,False
monkey,animal,Is a monkey an animal? Answer only in yes or no.,Yes,yes,True
monkey,construction equipment,Is a monkey a construction equipment? Answer only in yes or no.,No,yes,False
mop,tool,Is a mop a tool? Answer only in yes or no.,Yes,yes,True
mop,sea animal,Is a mop a sea animal? Answer only in yes or no.,No,no,True
mosquito,insect,Is a mosquito an insect? Answer only in yes or no.,Yes,yes,True
mosquito,plant,Is a mosquito a plant? Answer only in yes or no.,No,no,True
mosquito,animal,Is a mosquito an animal? Answer only in yes or no.,Yes,yes,True
mosquito,condiment,Is a mosquito a condiment? Answer only in yes or no.,No,yes,False
moth,insect,Is a moth an insect? Answer only in yes or no.,Yes,yes,True
moth,condiment,Is a moth a condiment? Answer only in yes or no.,No,no,True
moth,animal,Is a moth an animal? Answer only in yes or no.,Yes,yes,True
moth,plant,Is a moth a plant? Answer only in yes or no.,No,no,True
motorcycle,vehicle,Is a motorcycle a vehicle? Answer only in yes or no.,Yes,yes,True
motorcycle,outerwear,Is a motorcycle an outerwear? Answer only in yes or no.,No,no,True
mouthpiece,safety equipment,Is a mouthpiece a safety equipment? Answer only in yes or no.,Yes,yes,True
mouthpiece,school supply,Is a mouthpiece a school supply? Answer only in yes or no.,No,yes,False
mouthpiece,sports equipment,Is a mouthpiece a sports equipment? Answer only in yes or no.,Yes,yes,True
mouthpiece,weapon,Is a mouthpiece a weapon? Answer only in yes or no.,No,yes,False
muff,clothing accessory,Is a muff a clothing accessory? Answer only in yes or no.,Yes,yes,True
muff,fruit,Is a muff a fruit? Answer only in yes or no.,No,yes,False
muff,clothing,Is a muff a clothing? Answer only in yes or no.,Yes,yes,True
muff,condiment,Is a muff a condiment? Answer only in yes or no.,No,yes,False
muffin,food,Is a muffin a food? Answer only in yes or no.,Yes,yes,True
muffin,women's clothing,Is a muffin a women's clothing? Answer only in yes or no.,No,no,True
muffin,breakfast food,Is a muffin a breakfast food? Answer only in yes or no.,Yes,yes,True
muffin,construction equipment,Is a muffin a construction equipment? Answer only in yes or no.,No,no,True
muffin,dessert,Is a muffin a dessert? Answer only in yes or no.,Yes,yes,True
muffin,condiment,Is a muffin a condiment? Answer only in yes or no.,No,no,True
mug,container,Is a mug a container? Answer only in yes or no.,Yes,yes,True
mug,tool,Is a mug a tool? Answer only in yes or no.,No,yes,False
mulberry,food,Is a mulberry a food? Answer only in yes or no.,Yes,yes,True
mulberry,jewelry,Is a mulberry a jewelry? Answer only in yes or no.,No,no,True
mulberry,fruit,Is a mulberry a fruit? Answer only in yes or no.,Yes,yes,True
mulberry,sports equipment,Is a mulberry a sports equipment? Answer only in yes or no.,No,yes,False
mushroom,food,Is a mushroom a food? Answer only in yes or no.,Yes,yes,True
mushroom,fastener,Is a mushroom a fastener? Answer only in yes or no.,No,yes,False
mussel,seafood,Is a mussel a seafood? Answer only in yes or no.,Yes,yes,True
mussel,safety equipment,Is a mussel a safety equipment? Answer only in yes or no.,No,yes,False
mussel,food,Is a mussel a food? Answer only in yes or no.,Yes,yes,True
mussel,hardware,Is a mussel a hardware? Answer only in yes or no.,No,no,True
mussel,animal,Is a mussel an animal? Answer only in yes or no.,Yes,yes,True
mussel,candy,Is a mussel a candy? Answer only in yes or no.,No,no,True
mussel,sea animal,Is a mussel a sea animal? Answer only in yes or no.,Yes,yes,True
mussel,clothing,Is a mussel a clothing? Answer only in yes or no.,No,no,True
nail_clippers,tool,Is a nail clippers a tool? Answer only in yes or no.,Yes,yes,True
nail_clippers,lighting,Is a nail clippers a lighting? Answer only in yes or no.,No,no,True
nail_clippers,personal hygiene item,Is a nail clippers a personal hygiene item? Answer only in yes or no.,Yes,yes,True
nail_clippers,scientific equipment,Is a nail clippers a scientific equipment? Answer only in yes or no.,No,yes,False
nail_file,tool,Is a nail file a tool? Answer only in yes or no.,Yes,yes,True
nail_file,breakfast food,Is a nail file a breakfast food? Answer only in yes or no.,No,no,True
nail_file,personal hygiene item,Is a nail file a personal hygiene item? Answer only in yes or no.,Yes,yes,True
nail_file,hardware,Is a nail file a hardware? Answer only in yes or no.,No,yes,False
necklace,jewelry,Is a necklace a jewelry? Answer only in yes or no.,Yes,yes,True
necklace,protective clothing,Is a necklace a protective clothing? Answer only in yes or no.,No,no,True
needle,arts and crafts supply,Is a needle an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
needle,watercraft,Is a needle a watercraft? Answer only in yes or no.,No,no,True
needle,tool,Is a needle a tool? Answer only in yes or no.,Yes,yes,True
needle,watercraft,Is a needle a watercraft? Answer only in yes or no.,No,no,True
nightshirt,clothing,Is a nightshirt a clothing? Answer only in yes or no.,Yes,yes,True
nightshirt,plant,Is a nightshirt a plant? Answer only in yes or no.,No,no,True
nightstand,container,Is a nightstand a container? Answer only in yes or no.,Yes,yes,True
nightstand,toy,Is a nightstand a toy? Answer only in yes or no.,No,no,True
nightstand,furniture,Is a nightstand a furniture? Answer only in yes or no.,Yes,yes,True
nightstand,seafood,Is a nightstand a seafood? Answer only in yes or no.,No,no,True
notebook,office supply,Is a notebook an office supply? Answer only in yes or no.,Yes,yes,True
notebook,sports equipment,Is a notebook a sports equipment? Answer only in yes or no.,No,yes,False
notebook,school supply,Is a notebook a school supply? Answer only in yes or no.,Yes,yes,True
notebook,bird,Is a notebook a bird? Answer only in yes or no.,No,yes,False
notepad,office supply,Is a notepad an office supply? Answer only in yes or no.,Yes,yes,True
notepad,protective clothing,Is a notepad a protective clothing? Answer only in yes or no.,No,no,True
notepad,school supply,Is a notepad a school supply? Answer only in yes or no.,Yes,yes,True
notepad,condiment,Is a notepad a condiment? Answer only in yes or no.,No,no,True
nutcracker,tool,Is a nutcracker a tool? Answer only in yes or no.,Yes,yes,True
nutcracker,food,Is a nutcracker a food? Answer only in yes or no.,No,yes,False
nutcracker,kitchen tool,Is a nutcracker a kitchen tool? Answer only in yes or no.,Yes,yes,True
nutcracker,medical equipment,Is a nutcracker a medical equipment? Answer only in yes or no.,No,yes,False
oatmeal,food,Is an oatmeal a food? Answer only in yes or no.,Yes,yes,True
oatmeal,plant,Is an oatmeal a plant? Answer only in yes or no.,No,yes,False
oatmeal,breakfast food,Is an oatmeal a breakfast food? Answer only in yes or no.,Yes,yes,True
oatmeal,safety equipment,Is an oatmeal a safety equipment? Answer only in yes or no.,No,no,True
octopus,seafood,Is an octopus a seafood? Answer only in yes or no.,Yes,no,False
octopus,women's clothing,Is an octopus a women's clothing? Answer only in yes or no.,No,no,True
octopus,food,Is an octopus a food? Answer only in yes or no.,Yes,yes,True
octopus,construction equipment,Is an octopus a construction equipment? Answer only in yes or no.,No,no,True
octopus,animal,Is an octopus an animal? Answer only in yes or no.,Yes,yes,True
octopus,sports equipment,Is an octopus a sports equipment? Answer only in yes or no.,No,no,True
octopus,sea animal,Is an octopus a sea animal? Answer only in yes or no.,Yes,yes,True
octopus,lighting,Is an octopus a lighting? Answer only in yes or no.,No,no,True
odometer,part of car,Is an odometer a part of car? Answer only in yes or no.,Yes,yes,True
odometer,office supply,Is an odometer an office supply? Answer only in yes or no.,No,yes,False
oilcan,container,Is an oilcan a container? Answer only in yes or no.,Yes,yes,True
oilcan,outerwear,Is an oilcan an outerwear? Answer only in yes or no.,No,no,True
okra,food,Is an okra a food? Answer only in yes or no.,Yes,yes,True
okra,personal hygiene item,Is an okra a personal hygiene item? Answer only in yes or no.,No,no,True
okra,vegetable,Is an okra a vegetable? Answer only in yes or no.,Yes,yes,True
okra,farm animal,Is an okra a farm animal? Answer only in yes or no.,No,no,True
olive,food,Is an olive a food? Answer only in yes or no.,Yes,yes,True
olive,sports equipment,Is an olive a sports equipment? Answer only in yes or no.,No,yes,False
omelet,food,Is an omelet a food? Answer only in yes or no.,Yes,yes,True
omelet,garden tool,Is an omelet a garden tool? Answer only in yes or no.,No,no,True
omelet,breakfast food,Is an omelet a breakfast food? Answer only in yes or no.,Yes,yes,True
omelet,body part,Is an omelet a body part? Answer only in yes or no.,No,yes,False
onion,food,Is an onion a food? Answer only in yes or no.,Yes,yes,True
onion,part of car,Is an onion a part of car? Answer only in yes or no.,No,no,True
onion,vegetable,Is an onion a vegetable? Answer only in yes or no.,Yes,yes,True
onion,seafood,Is an onion a seafood? Answer only in yes or no.,No,no,True
orange,food,Is an orange a food? Answer only in yes or no.,Yes,yes,True
orange,weapon,Is an orange a weapon? Answer only in yes or no.,No,yes,False
orange,fruit,Is an orange a fruit? Answer only in yes or no.,Yes,yes,True
orange,outerwear,Is an orange an outerwear? Answer only in yes or no.,No,no,True
orangutan,mammal,Is an orangutan a mammal? Answer only in yes or no.,Yes,yes,True
orangutan,home appliance,Is an orangutan a home appliance? Answer only in yes or no.,No,no,True
orangutan,animal,Is an orangutan an animal? Answer only in yes or no.,Yes,yes,True
orangutan,plant,Is an orangutan a plant? Answer only in yes or no.,No,no,True
orchid,plant,Is an orchid a plant? Answer only in yes or no.,Yes,yes,True
orchid,mammal,Is an orchid a mammal? Answer only in yes or no.,No,no,True
ostrich,bird,Is an ostrich a bird? Answer only in yes or no.,Yes,yes,True
ostrich,women's clothing,Is an ostrich a women's clothing? Answer only in yes or no.,No,no,True
ostrich,animal,Is an ostrich an animal? Answer only in yes or no.,Yes,yes,True
ostrich,fastener,Is an ostrich a fastener? Answer only in yes or no.,No,no,True
otter,mammal,Is an otter a mammal? Answer only in yes or no.,Yes,yes,True
otter,breakfast food,Is an otter a breakfast food? Answer only in yes or no.,No,yes,False
otter,animal,Is an otter an animal? Answer only in yes or no.,Yes,yes,True
otter,construction equipment,Is an otter a construction equipment? Answer only in yes or no.,No,no,True
outfit,clothing,Is an outfit a clothing? Answer only in yes or no.,Yes,yes,True
outfit,food,Is an outfit a food? Answer only in yes or no.,No,no,True
oven,kitchen appliance,Is an oven a kitchen appliance? Answer only in yes or no.,Yes,yes,True
oven,home decor,Is an oven a home decor? Answer only in yes or no.,No,yes,False
oven,home appliance,Is an oven a home appliance? Answer only in yes or no.,Yes,yes,True
oven,food,Is an oven a food? Answer only in yes or no.,No,yes,False
overalls,protective clothing,Is an overalls a protective clothing? Answer only in yes or no.,Yes,yes,True
overalls,watercraft,Is an overalls a watercraft? Answer only in yes or no.,No,no,True
overalls,clothing,Is an overalls a clothing? Answer only in yes or no.,Yes,yes,True
overalls,arts and crafts supply,Is an overalls an arts and crafts supply? Answer only in yes or no.,No,yes,False
overalls,outerwear,Is an overalls an outerwear? Answer only in yes or no.,Yes,yes,True
overalls,furniture,Is an overalls a furniture? Answer only in yes or no.,No,no,True
owl,bird,Is an owl a bird? Answer only in yes or no.,Yes,yes,True
owl,mammal,Is an owl a mammal? Answer only in yes or no.,No,no,True
owl,animal,Is an owl an animal? Answer only in yes or no.,Yes,yes,True
owl,garden tool,Is an owl a garden tool? Answer only in yes or no.,No,no,True
oyster,seafood,Is an oyster a seafood? Answer only in yes or no.,Yes,yes,True
oyster,clothing,Is an oyster a clothing? Answer only in yes or no.,No,no,True
oyster,food,Is an oyster a food? Answer only in yes or no.,Yes,yes,True
oyster,hardware,Is an oyster a hardware? Answer only in yes or no.,No,no,True
oyster,animal,Is an oyster an animal? Answer only in yes or no.,Yes,yes,True
oyster,furniture,Is an oyster a furniture? Answer only in yes or no.,No,no,True
oyster,sea animal,Is an oyster a sea animal? Answer only in yes or no.,Yes,yes,True
oyster,headwear,Is an oyster a headwear? Answer only in yes or no.,No,no,True
paddle,sports equipment,Is a paddle a sports equipment? Answer only in yes or no.,Yes,yes,True
paddle,lighting,Is a paddle a lighting? Answer only in yes or no.,No,no,True
padlock,hardware,Is a padlock a hardware? Answer only in yes or no.,Yes,yes,True
padlock,farm animal,Is a padlock a farm animal? Answer only in yes or no.,No,no,True
padlock,fastener,Is a padlock a fastener? Answer only in yes or no.,Yes,yes,True
padlock,toy,Is a padlock a toy? Answer only in yes or no.,No,no,True
paintbrush,arts and crafts supply,Is a paintbrush an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
paintbrush,sports equipment,Is a paintbrush a sports equipment? Answer only in yes or no.,No,yes,False
paintbrush,tool,Is a paintbrush a tool? Answer only in yes or no.,Yes,yes,True
paintbrush,lighting,Is a paintbrush a lighting? Answer only in yes or no.,No,no,True
pajamas,clothing,Is a pajamas a clothing? Answer only in yes or no.,Yes,yes,True
pajamas,vehicle,Is a pajamas a vehicle? Answer only in yes or no.,No,no,True
palette,arts and crafts supply,Is a palette an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
palette,dessert,Is a palette a dessert? Answer only in yes or no.,No,no,True
palm_tree,plant,Is a palm tree a plant? Answer only in yes or no.,Yes,yes,True
palm_tree,lighting,Is a palm tree a lighting? Answer only in yes or no.,No,yes,False
pan,container,Is a pan a container? Answer only in yes or no.,Yes,yes,True
pan,hardware,Is a pan a hardware? Answer only in yes or no.,No,yes,False
pancake,food,Is a pancake a food? Answer only in yes or no.,Yes,yes,True
pancake,medical equipment,Is a pancake a medical equipment? Answer only in yes or no.,No,no,True
pancake,breakfast food,Is a pancake a breakfast food? Answer only in yes or no.,Yes,yes,True
pancake,game,Is a pancake a game? Answer only in yes or no.,No,yes,False
panda,mammal,Is a panda a mammal? Answer only in yes or no.,Yes,yes,True
panda,kitchen tool,Is a panda a kitchen tool? Answer only in yes or no.,No,no,True
panda,animal,Is a panda an animal? Answer only in yes or no.,Yes,yes,True
panda,tool,Is a panda a tool? Answer only in yes or no.,No,yes,False
panther,mammal,Is a panther a mammal? Answer only in yes or no.,Yes,yes,True
panther,food,Is a panther a food? Answer only in yes or no.,No,yes,False
panther,animal,Is a panther an animal? Answer only in yes or no.,Yes,yes,True
panther,home decor,Is a panther a home decor? Answer only in yes or no.,No,yes,False
pants,clothing,Is a pants a clothing? Answer only in yes or no.,Yes,yes,True
pants,weapon,Is a pants a weapon? Answer only in yes or no.,No,yes,False
pantsuit,women's clothing,Is a pantsuit a women's clothing? Answer only in yes or no.,Yes,yes,True
pantsuit,food,Is a pantsuit a food? Answer only in yes or no.,No,no,True
pantsuit,clothing,Is a pantsuit a clothing? Answer only in yes or no.,Yes,yes,True
pantsuit,toy,Is a pantsuit a toy? Answer only in yes or no.,No,yes,False
pantyhose,women's clothing,Is a pantyhose a women's clothing? Answer only in yes or no.,Yes,no,False
pantyhose,sports equipment,Is a pantyhose a sports equipment? Answer only in yes or no.,No,yes,False
pantyhose,clothing,Is a pantyhose a clothing? Answer only in yes or no.,Yes,yes,True
pantyhose,farm animal,Is a pantyhose a farm animal? Answer only in yes or no.,No,no,True
papaya,food,Is a papaya a food? Answer only in yes or no.,Yes,yes,True
papaya,dessert,Is a papaya a dessert? Answer only in yes or no.,No,yes,False
papaya,fruit,Is a papaya a fruit? Answer only in yes or no.,Yes,yes,True
papaya,bird,Is a papaya a bird? Answer only in yes or no.,No,no,True
paper_bag,container,Is a paper bag a container? Answer only in yes or no.,Yes,yes,True
paper_bag,sea animal,Is a paper bag a sea animal? Answer only in yes or no.,No,no,True
paperclip,office supply,Is a paperclip an office supply? Answer only in yes or no.,Yes,yes,True
paperclip,women's clothing,Is a paperclip a women's clothing? Answer only in yes or no.,No,no,True
paperclip,fastener,Is a paperclip a fastener? Answer only in yes or no.,Yes,yes,True
paperclip,clothing accessory,Is a paperclip a clothing accessory? Answer only in yes or no.,No,yes,False
paperclip,school supply,Is a paperclip a school supply? Answer only in yes or no.,Yes,yes,True
paperclip,medical equipment,Is a paperclip a medical equipment? Answer only in yes or no.,No,no,True
parachute,safety equipment,Is a parachute a safety equipment? Answer only in yes or no.,Yes,yes,True
parachute,kitchen appliance,Is a parachute a kitchen appliance? Answer only in yes or no.,No,yes,False
parfait,food,Is a parfait a food? Answer only in yes or no.,Yes,yes,True
parfait,drink,Is a parfait a drink? Answer only in yes or no.,No,yes,False
parfait,dessert,Is a parfait a dessert? Answer only in yes or no.,Yes,yes,True
parfait,fruit,Is a parfait a fruit? Answer only in yes or no.,No,yes,False
parrot,bird,Is a parrot a bird? Answer only in yes or no.,Yes,yes,True
parrot,clothing,Is a parrot a clothing? Answer only in yes or no.,No,no,True
parrot,animal,Is a parrot an animal? Answer only in yes or no.,Yes,yes,True
parrot,sports equipment,Is a parrot a sports equipment? Answer only in yes or no.,No,no,True
parsley,food,Is a parsley a food? Answer only in yes or no.,Yes,yes,True
parsley,protective clothing,Is a parsley a protective clothing? Answer only in yes or no.,No,no,True
parsley,vegetable,Is a parsley a vegetable? Answer only in yes or no.,Yes,yes,True
parsley,tool,Is a parsley a tool? Answer only in yes or no.,No,yes,False
parsley,plant,Is a parsley a plant? Answer only in yes or no.,Yes,yes,True
parsley,musical instrument,Is a parsley a musical instrument? Answer only in yes or no.,No,yes,False
pasta,food,Is a pasta a food? Answer only in yes or no.,Yes,yes,True
pasta,protective clothing,Is a pasta a protective clothing? Answer only in yes or no.,No,no,True
pastry,food,Is a pastry a food? Answer only in yes or no.,Yes,yes,True
pastry,plant,Is a pastry a plant? Answer only in yes or no.,No,no,True
pastry,breakfast food,Is a pastry a breakfast food? Answer only in yes or no.,Yes,yes,True
pastry,school supply,Is a pastry a school supply? Answer only in yes or no.,No,no,True
pastry,dessert,Is a pastry a dessert? Answer only in yes or no.,Yes,yes,True
pastry,garden tool,Is a pastry a garden tool? Answer only in yes or no.,No,no,True
patty,food,Is a patty a food? Answer only in yes or no.,Yes,yes,True
patty,safety equipment,Is a patty a safety equipment? Answer only in yes or no.,No,yes,False
peach,food,Is a peach a food? Answer only in yes or no.,Yes,yes,True
peach,part of car,Is a peach a part of car? Answer only in yes or no.,No,no,True
peach,fruit,Is a peach a fruit? Answer only in yes or no.,Yes,yes,True
peach,sea animal,Is a peach a sea animal? Answer only in yes or no.,No,no,True
peacock,bird,Is a peacock a bird? Answer only in yes or no.,Yes,yes,True
peacock,clothing,Is a peacock a clothing? Answer only in yes or no.,No,no,True
peacock,animal,Is a peacock an animal? Answer only in yes or no.,Yes,yes,True
peacock,lighting,Is a peacock a lighting? Answer only in yes or no.,No,no,True
peanut,food,Is a peanut a food? Answer only in yes or no.,Yes,yes,True
peanut,toy,Is a peanut a toy? Answer only in yes or no.,No,yes,False
peanut_butter,food,Is a peanut butter a food? Answer only in yes or no.,Yes,yes,True
peanut_butter,drink,Is a peanut butter a drink? Answer only in yes or no.,No,no,True
peanut_butter,condiment,Is a peanut butter a condiment? Answer only in yes or no.,Yes,yes,True
peanut_butter,plant,Is a peanut butter a plant? Answer only in yes or no.,No,yes,False
peanut_butter,breakfast food,Is a peanut butter a breakfast food? Answer only in yes or no.,Yes,yes,True
peanut_butter,vehicle,Is a peanut butter a vehicle? Answer only in yes or no.,No,no,True
pear,food,Is a pear a food? Answer only in yes or no.,Yes,yes,True
pear,fastener,Is a pear a fastener? Answer only in yes or no.,No,no,True
pear,fruit,Is a pear a fruit? Answer only in yes or no.,Yes,yes,True
pear,toy,Is a pear a toy? Answer only in yes or no.,No,yes,False
pecan,food,Is a pecan a food? Answer only in yes or no.,Yes,yes,True
pecan,scientific equipment,Is a pecan a scientific equipment? Answer only in yes or no.,No,no,True
pedal,part of car,Is a pedal a part of car? Answer only in yes or no.,Yes,yes,True
pedal,seafood,Is a pedal a seafood? Answer only in yes or no.,No,no,True
pelican,bird,Is a pelican a bird? Answer only in yes or no.,Yes,yes,True
pelican,protective clothing,Is a pelican a protective clothing? Answer only in yes or no.,No,no,True
pelican,animal,Is a pelican an animal? Answer only in yes or no.,Yes,yes,True
pelican,watercraft,Is a pelican a watercraft? Answer only in yes or no.,No,no,True
pen,arts and crafts supply,Is a pen an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pen,women's clothing,Is a pen a women's clothing? Answer only in yes or no.,No,no,True
pen,tool,Is a pen a tool? Answer only in yes or no.,Yes,yes,True
pen,footwear,Is a pen a footwear? Answer only in yes or no.,No,no,True
pen,office supply,Is a pen an office supply? Answer only in yes or no.,Yes,yes,True
pen,protective clothing,Is a pen a protective clothing? Answer only in yes or no.,No,no,True
pen,school supply,Is a pen a school supply? Answer only in yes or no.,Yes,yes,True
pen,plant,Is a pen a plant? Answer only in yes or no.,No,no,True
pencil,arts and crafts supply,Is a pencil an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pencil,musical instrument,Is a pencil a musical instrument? Answer only in yes or no.,No,no,True
pencil,tool,Is a pencil a tool? Answer only in yes or no.,Yes,yes,True
pencil,bird,Is a pencil a bird? Answer only in yes or no.,No,no,True
pencil,office supply,Is a pencil an office supply? Answer only in yes or no.,Yes,yes,True
pencil,vegetable,Is a pencil a vegetable? Answer only in yes or no.,No,yes,False
pencil,school supply,Is a pencil a school supply? Answer only in yes or no.,Yes,yes,True
pencil,scientific equipment,Is a pencil a scientific equipment? Answer only in yes or no.,No,yes,False
pencil_sharpener,arts and crafts supply,Is a pencil sharpener an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
pencil_sharpener,seafood,Is a pencil sharpener a seafood? Answer only in yes or no.,No,no,True
pencil_sharpener,tool,Is a pencil sharpener a tool? Answer only in yes or no.,Yes,yes,True
pencil_sharpener,animal,Is a pencil sharpener an animal? Answer only in yes or no.,No,no,True
pencil_sharpener,office supply,Is a pencil sharpener an office supply? Answer only in yes or no.,Yes,yes,True
pencil_sharpener,headwear,Is a pencil sharpener a headwear? Answer only in yes or no.,No,no,True
pencil_sharpener,school supply,Is a pencil sharpener a school supply? Answer only in yes or no.,Yes,yes,True
pencil_sharpener,condiment,Is a pencil sharpener a condiment? Answer only in yes or no.,No,no,True
pendulum,scientific equipment,Is a pendulum a scientific equipment? Answer only in yes or no.,Yes,yes,True
pendulum,home appliance,Is a pendulum a home appliance? Answer only in yes or no.,No,yes,False
penguin,bird,Is a penguin a bird? Answer only in yes or no.,Yes,no,False
